gene,score
ZNF30,0.8842608866781126
ARAP2,0.8842378137745234
DTWD1,0.8841244851010117
RSG1,0.8841068411159142
CYP4F3,0.8840145495015577
ST8SIA4,0.8839840118350422
CUL1,0.8838842554577598
L3MBTL2,0.883767533710191
NPIPB6,0.8836555622663016
PKDREJ,0.8835992372369524
SLC6A15,0.8834343338377701
MAN1A1,0.8834275476896558
GREB1L,0.8832830027348179
C1QA,0.8832110695648044
CLN6,0.8828751552331375
GSTCD,0.8827435039597172
OSGEP,0.8825439912051519
TCF12,0.8824835944869331
ANTXR1,0.8824584857389095
ERF,0.8824123399317312
ASTN2,0.882383838109651
POP1,0.8823621224356845
PFKFB3,0.8822834031175567
JRKL,0.8822073982586742
SPATA21,0.8822046837994293
CNTNAP4,0.8820954268147854
FAM89B,0.8818708053121965
PDDC1,0.8817113308315068
POC1B,0.8815796795580857
DNAH14,0.8815389626693998
NOL6,0.8814541358179684
LRR1,0.8812878751891642
RGS22,0.8811813326637672
DTWD2,0.8811209359455479
MPHOSPH8,0.8811012561160163
TAZ,0.881062575071763
BIRC2,0.8810327160200597
PLD6,0.8810286443311914
MED30,0.880970962072218
DCTD,0.8808834207615417
UGT8,0.88087324153937
ANKRD54,0.8804979675486398
MC4R,0.8804273916082496
MRPL52,0.8804212840749461
CNNM3,0.8804199268453236
HS3ST3B1,0.8803147415495491
FLT4,0.8800690829878055
THBD,0.8800358308620442
ANO5,0.8799652549216542
SARM1,0.8798933217516406
DYSF,0.8797901723003007
B3GALNT2,0.8796368053529139
CIC,0.8796266261307419
CD177,0.8796089821456444
C7orf31,0.8794121838503247
APOBR,0.8789894068227936
UBR7,0.8788801498381501
HHIP,0.8788692920011668
CLCA4,0.8788611486234297
PGLS,0.8788156814310633
NUP88,0.878764106705393
FRMD4B,0.878751213023976
KIFC3,0.8786399201948984
CHEK1,0.8786168472913087
COLEC12,0.8785720587137537
BCL2,0.8784356571366528
SLC25A38,0.8784064766997601
HLA-DRB5,0.8783976547072119
CCNDBP1,0.8782307154635957
CCDC17,0.8781730332046226
HTR1F,0.8780060939610069
SRL,0.8780013436573271
CLEC4A,0.8779260174132563
POU3F1,0.8778635848506033
COX7A2,0.8778574773172999
C15orf62,0.8778554414728654
LAIR1,0.8778527270136197
DNAJC5G,0.8778133673545558
PADI2,0.8776559287183004
SLC6A12,0.8776443922665055
PALM,0.8776321771998994
SLC45A3,0.8775853527779097
PDZD7,0.8775561723410176
XPR1,0.8772290800019007
RGS6,0.8771266091653718
TOMM22,0.8770974287284796
ATG13,0.877017352180729
TM6SF1,0.8769834214401556
NMUR2,0.8767906948337061
SCN1B,0.8767425131820928
C1QTNF3,0.8765925393087631
GTDC1,0.8765681091755505
RPP21,0.8761643333627394
GPR161,0.8761589044442487
ABCA1,0.8759057811195785
VAMP5,0.875713733127939
CYP2A7,0.8755196492918658
TRAPPC13,0.8754124281516568
SLC31A2,0.874668666318311
DENND2A,0.8745105490672439
ZNF764,0.8744460806601565
PRKCQ,0.8743565035050455
CLEC5A,0.8741393467653825
ART3,0.8740959154174497
ARRB1,0.8739934445809211
KLRG1,0.8737939318263562
SUMO3,0.8736480296418951
ARHGAP30,0.87358016816075
PAN3,0.8734247653689289
TGFB1,0.8734193364504375
ZBTB34,0.8733996566209055
C6orf118,0.8732367890661582
SLC35A1,0.8732259312291754
BCL2L15,0.87313906853331
PTEN,0.8730311687782899
NUTM2B,0.8729904518896032
LRCH1,0.872871015682788
PRMT9,0.8724292374405358
APBB3,0.8723532325816544
TRO,0.8723220163003279
ZNF337,0.8721774713454896
SPDYA,0.8720783935830184
KTI12,0.8719657435243182
LSM12,0.8718659871470354
CYP3A43,0.8717227994218202
GMFG,0.8715036068377229
SLC5A6,0.8714316736677097
PLEKHF1,0.8711100102470838
ZNF20,0.8710163614031039
COMMD7,0.8706879118343639
TRAM1L1,0.8706057994421784
LIME1,0.87055015302764
PCDHGB4,0.8703954288506304
NUBP1,0.8703187453769365
PLEKHH2,0.8702345971403169
RPL4,0.8701972733256876
USP25,0.8701524847481318
DCAF11,0.8700778371188729
SLC24A4,0.8698620376088331
FGF7,0.869783318290705
KIRREL,0.8697826396758932
GSDMD,0.8695614112473617
PROX1,0.8695546250992474
ZMYND15,0.8695105151365037
MYLIP,0.8693395042040186
SNTA1,0.8691433845235107
FTO,0.8688963687321439
EPDR1,0.8687843972882552
ZNF674,0.8687504665476828
PRDM1,0.8686371378741715
ABCG1,0.8683134386091111
PPP1R3D,0.8682476129724009
PAPSS2,0.8680623511288759
ABCD2,0.8680392782252863
SLC4A11,0.8679863462699937
ZDHHC3,0.8677508669304218
DCAF4,0.8676490747087046
METAP1D,0.8676198942718122
CREB3L2,0.8675425321833073
CEBPA,0.8674298821246073
CHST7,0.8673986658432807
RFX8,0.867303659769678
NFKB1,0.8672649787254254
AP3S2,0.8672127253849444
MKS1,0.8670783596522779
PHLPP1,0.8669534945269717
MTBP,0.8669188851715877
CHCHD5,0.8667953772759042
TMEM63A,0.8667302302540056
CENPJ,0.8665239313513257
CCDC3,0.8662667363377875
TTLL6,0.8662049823899457
HIST3H2BB,0.8660434720648217
DAXX,0.8660244708501009
ERVMER34-1,0.8660000407168889
APOL2,0.8658541385324279
KCNMB4,0.8658392090065761
CPO,0.8658174933326096
APOC2,0.865633588718708
CSNK1E,0.8656281598002155
CCL28,0.8654048955272498
EXOG,0.8652841020908122
ZNF383,0.8651137697731398
INPP5K,0.8649821184997187
ZNF585B,0.8649515808332031
TJP3,0.8649475091443352
AKR1E2,0.8647636045304328
CNGA3,0.8644432983394299
GOLGA7B,0.8643503281102614
HEATR4,0.8642505717329785
KLHL5,0.8642417497404297
RHOC,0.8641250279928611
MAK16,0.8636262461064472
TRIB2,0.863590279521441
ZNF850,0.86351970358105
BCLAF1,0.8634945948330273
METTL21B,0.8634525207147172
SNRPD1,0.8634274119666936
KIAA1211,0.8633330845079027
SLAIN1,0.8631288214496567
RABL2A,0.8630955693238961
SERP2,0.8627413323923209
RPL7,0.8625180681193545
CFAP126,0.862357236409042
NLN,0.8621360079805106
EFCC1,0.8615605426204035
ANAPC5,0.8615347552575682
NOL9,0.8615218615761502
TMEM237,0.8614831805318982
MACROD2,0.8613725663176328
PIP4K2A,0.8612605948737433
PIFO,0.8612463439627034
ZNF816,0.8611940906222219
CD274,0.8609368956086836
EEF2KMT,0.8609192516235861
STOX1,0.8605290481070041
HAUS4,0.8603349642709299
FSBP,0.8602542091083679
C2orf82,0.86017073948656
RPLP1,0.8600872698647519
WTIP,0.8600431599020082
TEX29,0.8598959004879241
DHRS7B,0.8598891143398093
RGPD5,0.8596821368223182
ABCC2,0.859606810578248
PAH,0.8595199478823825
TPCN2,0.8595124831194566
XKR4,0.8593245068166857
NUP155,0.8592274648986488
NGLY1,0.8592003203061908
CAPNS1,0.8590564539661644
KCNK9,0.8589797704924702
MARCO,0.8587361477751613
GPR52,0.8586886447383599
RPL5,0.8586119612646665
PUF60,0.8586011034276831
RTP4,0.8585963531240035
PLOD3,0.8585800663685287
MAP3K1,0.8584850602949261
ITIH5,0.8583622310140538
BORA,0.858360873784431
FAM13B,0.858319478280933
LTC4S,0.8583079418291386
MYL6,0.8582299011258221
AGFG2,0.8578586988239606
GUCY1A3,0.8578240894685766
ERLIN1,0.8576096471881595
SLC22A3,0.8574542443963382
ZNF202,0.8574515299370922
NTSR2,0.8573768823078339
PIPOX,0.8572547316417725
CNEP1R1,0.8571325809757123
ZNF429,0.8569731064950226
NPY1R,0.8569636058876622
EMC1,0.8569357826803929
RASGEF1B,0.8566684084446827
AGO4,0.8564546447790771
CFAP58,0.8563691393128351
ISCA2,0.8562313805061107
ADSL,0.8561574114916632
TMCC2,0.8559721496481383
KCNS3,0.855960613196344
CLDND1,0.855888001411519
TIMP2,0.8558479631376434
CD37,0.8558106393230135
HDAC3,0.8554903331320114
MOB3B,0.8553498598660414
CDH6,0.8551109874524119
KCNMB1,0.8551075943783553
CYP2R1,0.8548951879423721
ZNF496,0.8548727936535944
COBLL1,0.8546983896470525
ICOSLG,0.8546529224546858
GRAMD2,0.8546230634029819
MPV17L,0.8545742031365575
FMOD,0.8545558805366485
HK2,0.8545178781072077
NPIPA3,0.8544907335147494
ADAMTS2,0.8542410032641374
CAPZA2,0.8542260737382854
STK17A,0.8542253951234737
ZDHHC8,0.8538053325551881
PCDHA1,0.853639071926384
DENND5B,0.853386627216526
LDB1,0.8533723763054853
GRM2,0.8532685482393338
HAAO,0.8532325816543274
DR1,0.8532244382765896
ARMC9,0.8532142590544182
CACNA1I,0.8531328252770446
CA1,0.8530405336626876
NOM1,0.8529143113077586
CD86,0.8528321989155733
EEF1G,0.8527609443603715
SUOX,0.8524698186062607
ERMN,0.8524616752285239
GJA1,0.8523707408437897
CDK11B,0.8523178088884966
CHIC2,0.8522017657557395
DKK2,0.851996145467871
LY96,0.851994109623437
BRF2,0.8519934310086253
SDC4,0.8518617797352046
EMP3,0.8516826254249825
ZNF212,0.8516398726918608
VCAM1,0.8516154425586494
LILRA4,0.8515224723294814
NDN,0.8515095786480639
TMEFF1,0.8512313465753704
ZNF789,0.851077301013172
C11orf70,0.8510454061170339
C21orf91,0.8509307202138998
PEMT,0.8509049328510644
POLR3F,0.8508947536288922
OPTN,0.8508743951845494
MAOA,0.8507936400219869
MMD,0.8507651381999064
COQ3,0.8507006697928189
ACY1,0.8506789541188529
C17orf49,0.8505703757490205
SLC27A5,0.8505554462231693
DECR2,0.8504719766013613
LGI4,0.8503348964094489
TSPAN14,0.850323359957654
ABHD5,0.8501720288547018
CCDC148,0.8499603010335303
CD151,0.8499589438039078
NIPSNAP3B,0.8499100835374831
FAM124A,0.8497818253381205
