gene,all-related_score,abeta-related_score,tau-related_score,CERAD_score,BRAAK_score,PLAQUES_score,TANGLES_score,ABETA_IHC_score,TAU_IHC_score
MGLL,0.310430083,0.372888433,0.247971733,0.315939305,0.186622466,0.502989977,0.197102993,0.299736019,0.360189741
ZNF629,0.310282145,0.420379481,0.200184809,0.52267795,0.19030938,0.520630569,0.152847807,0.217829926,0.257397241
NGDN,0.310227291,0.375600631,0.244853951,0.586848445,0.155682381,0.348199296,0.209698084,0.191754151,0.369181387
KIAA0907,0.31020795,0.221691018,0.398724883,0.432881602,0.323987676,0.128363385,0.403268888,0.103828066,0.468918084
S100A9,0.310162144,0.105913902,0.514410386,0.049385514,0.57410813,0.10471773,0.562506532,0.163638461,0.406616494
C2orf71,0.310156602,0.204092952,0.416220251,0.237365889,0.269352398,0.12098752,0.402102349,0.253925447,0.577206007
RAB43,0.310067477,0.452471628,0.167663326,0.675820276,0.162062718,0.504552827,0.087850759,0.177041782,0.2530765
TSEN54,0.310027665,0.440388439,0.179666891,0.491452168,0.234338588,0.490990031,0.156852313,0.338723118,0.147809771
CLN3,0.309966476,0.216077063,0.403855889,0.237861278,0.424802693,0.219658792,0.475721877,0.19071112,0.311043099
CCDC136,0.309878596,0.425032969,0.194724222,0.326885362,0.178728819,0.516968763,0.167490957,0.431244783,0.237952891
KIAA0513,0.309865815,0.398317488,0.221414143,0.371650866,0.272751579,0.430758895,0.199216879,0.392542702,0.19227397
RND3,0.309822949,0.420012577,0.199633322,0.46506966,0.133281306,0.507545518,0.125384266,0.287422553,0.340234394
ZBED6CL,0.309584077,0.377191078,0.241977076,0.33586615,0.196554673,0.317063091,0.194765165,0.478643992,0.334611391
LSM7,0.309454122,0.400101566,0.218806678,0.418744698,0.256660944,0.192162678,0.222612803,0.589397322,0.177146289
TEFM,0.309277343,0.289337152,0.329217535,0.227996933,0.425564099,0.306322654,0.333740728,0.333691868,0.228347777
RTFDC1,0.309213893,0.303637149,0.314790636,0.368973731,0.419837947,0.279640877,0.360362787,0.26229684,0.164171174
YARS,0.309204166,0.297735462,0.320672869,0.283697636,0.330735143,0.299001758,0.325868118,0.310506993,0.305415346
CCDC61,0.308963597,0.323506086,0.294421108,0.371038756,0.279902144,0.355738706,0.293279678,0.243740796,0.310081502
STMN4,0.30888058,0.399599617,0.218161542,0.561923602,0.185838666,0.318191627,0.270087338,0.318683623,0.198558622
PLN,0.308828779,0.593284428,0.02437313,0.459562022,0.048462598,0.743309876,0.013835599,0.576981386,0.010821192
IGSF10,0.308810909,0.334965854,0.282655963,0.350828249,0.353402914,0.248389308,0.283624346,0.405680006,0.210940628
CMC1,0.308733207,0.427061801,0.190404613,0.348816156,0.233389206,0.273277506,0.203333356,0.659091742,0.134491276
EHBP1,0.308691699,0.356671575,0.260711822,0.176485318,0.415103251,0.382727217,0.265091375,0.510802191,0.101940838
AKR1C1,0.308668626,0.298820341,0.31851691,0.383933794,0.206254793,0.331082594,0.190114618,0.181444635,0.559181319
SYCP2L,0.308602913,0.449469889,0.167735937,0.462103434,0.19530195,0.370141627,0.198306856,0.516164605,0.109599007
DNAJB4,0.308489471,0.376269519,0.240709424,0.400254481,0.213109481,0.329240155,0.222466222,0.39931392,0.286552569
MRPL41,0.308281589,0.319651554,0.296911624,0.279503118,0.462979526,0.171206374,0.301982234,0.50824517,0.125773112
CLEC9A,0.308277857,0.416807253,0.19974846,0.261487252,0.32826295,0.238691223,0.200721368,0.750243283,0.070261063
BLID,0.308272201,0.525346037,0.091198366,0.424025679,0.146053516,0.794745486,0.073083422,0.357266947,0.05445816
YIPF7,0.308260778,0.275289825,0.341231731,0.522515761,0.219454529,0.212743708,0.298230173,0.090610007,0.506010491
HMBS,0.30821271,0.423598378,0.192827041,0.260706167,0.26035668,0.618120373,0.105969096,0.391968594,0.212155349
APOL3,0.308044074,0.303773777,0.312314371,0.230429767,0.460501904,0.216087921,0.359492803,0.464803643,0.116948405
BRCA1,0.308032198,0.400982182,0.215082214,0.520133823,0.246240813,0.509350633,0.165535868,0.173462089,0.233469961
SYF2,0.308025638,0.39177632,0.224274957,0.564466371,0.221172782,0.351307351,0.245428511,0.259555236,0.206223576
HEXA,0.308006976,0.320407531,0.295606422,0.278729497,0.320207792,0.284383037,0.280731411,0.398110058,0.285880062
FSTL1,0.307811761,0.219950823,0.3956727,0.30476659,0.365617981,0.177144253,0.36741631,0.177941626,0.453983808
CMKLR1,0.307663032,0.219125854,0.396200209,0.370336389,0.554927083,0.089792955,0.507958116,0.197248217,0.12571543
JPH3,0.307616886,0.244155656,0.371078115,0.300988063,0.421689208,0.270198631,0.424476279,0.161280275,0.267068859
AGT,0.307599355,0.439600567,0.175598142,0.495040004,0.134157398,0.508704592,0.16464824,0.315057105,0.227988789
TAS2R13,0.307546988,0.369044307,0.24604967,0.160854783,0.454126317,0.318490218,0.198885036,0.627787919,0.085137657
ATG16L1,0.307522332,0.283829514,0.33121515,0.206835687,0.365575228,0.27937486,0.319086042,0.365277995,0.308984181
STAMBP,0.307520522,0.168177716,0.446863329,0.219412455,0.357484782,0.113036869,0.413976072,0.172083823,0.569129134
LOX,0.307453113,0.38568643,0.229219797,0.414311308,0.167866231,0.324804729,0.126756425,0.417943254,0.393036733
FERMT3,0.307407646,0.443050193,0.1717651,0.620442593,0.133626043,0.400777693,0.1258084,0.307930293,0.255860857
MKKS,0.307363989,0.18625986,0.428468118,0.180702231,0.489775311,0.134034569,0.54236728,0.24404278,0.253261762
BAK1,0.307360369,0.273734892,0.340985846,0.336294356,0.409128726,0.286002891,0.44810429,0.19890743,0.165724523
IQSEC3,0.30732067,0.269897326,0.344744015,0.266181909,0.365944394,0.308172558,0.377108287,0.235337509,0.291179365
XBP1,0.307308568,0.360162822,0.254454315,0.467695899,0.229850908,0.316702746,0.225325226,0.296089821,0.308186809
JUND,0.307306533,0.308476125,0.30613694,0.338534463,0.346368393,0.177730576,0.370148413,0.409163336,0.201894014
TCP1,0.307293639,0.300872699,0.313714579,0.364477908,0.325625853,0.247549183,0.359309577,0.290591006,0.256208308
TMTC4,0.307206324,0.227388215,0.387024432,0.205538854,0.417595125,0.133336953,0.376311593,0.343288839,0.36716658
SP9,0.30719524,0.335893295,0.278497185,0.276691617,0.350191709,0.290976459,0.367176759,0.440011808,0.118123087
PEX5,0.307088923,0.328045567,0.28613228,0.219119294,0.247342205,0.285088797,0.324833909,0.47992861,0.286220726
HSD17B1,0.307068565,0.330508486,0.283628644,0.263293046,0.282320048,0.153780902,0.21376638,0.57445151,0.354799503
NOLC1,0.307049677,0.308786705,0.305312649,0.253378484,0.277613176,0.331960043,0.290888239,0.341021587,0.347436533
KIAA1217,0.307049564,0.196123978,0.417975149,0.202303897,0.476858556,0.157904845,0.448843301,0.228163193,0.32822359
POLI,0.30701699,0.296827476,0.317206505,0.309909133,0.320169789,0.24108877,0.433445531,0.339484524,0.198004194
TMEM255B,0.306874142,0.533442817,0.080305467,0.83479801,0.137414749,0.368759967,0.07646496,0.396770472,0.027036693
PCGF5,0.306839872,0.297269933,0.316409811,0.2326183,0.228060044,0.324866483,0.259348258,0.334325016,0.461821131
CARM1,0.306719531,0.20212135,0.411317712,0.272420415,0.494703411,0.196169219,0.393188743,0.137774415,0.34606098
CCDC120,0.30671184,0.36191953,0.25150415,0.516908367,0.182405554,0.448242727,0.23358804,0.120607496,0.338518855
HSPA1A,0.306665015,0.426729733,0.186600298,0.257615755,0.129548246,0.54039794,0.160017373,0.482175503,0.270235276
GCSH,0.306632216,0.204006768,0.409257663,0.241482366,0.463182432,0.146479007,0.491862051,0.224058931,0.272728507
CD36,0.306628031,0.237338292,0.37591777,0.193805604,0.402835931,0.192404943,0.374953685,0.325804328,0.349963694
ZNF428,0.306623167,0.345578711,0.267667624,0.361173054,0.282354658,0.375777523,0.263803365,0.299785558,0.256844848
GPATCH1,0.306570122,0.251369784,0.361770461,0.208977395,0.417556444,0.098029303,0.425248543,0.447102654,0.242506396
ARAP3,0.306502713,0.295106961,0.317898466,0.432017047,0.212418651,0.187488379,0.235883794,0.265815457,0.505392952
NAB1,0.306485748,0.244072413,0.368899083,0.32203123,0.396044354,0.211951085,0.346061659,0.198234923,0.364591236
SMIM14,0.306427274,0.357386157,0.255468391,0.572110288,0.3282677,0.26245835,0.258105715,0.237589832,0.180031759
HNRNPUL2-BSCL2,0.306425804,0.243781287,0.36907032,0.220661107,0.430491521,0.15007363,0.498927789,0.360609125,0.177791652
ANAPC10,0.306419922,0.299445572,0.313394273,0.230194287,0.270511472,0.285685299,0.206299581,0.382457129,0.463371766
NNMT,0.306408273,0.452086627,0.160729918,0.308635373,0.197074492,0.545303646,0.151799347,0.502320863,0.133315916
PTPRU,0.30636224,0.31977574,0.29294874,0.261313527,0.297691352,0.30708881,0.271586398,0.390924884,0.309568469
RNF133,0.306301165,0.267933641,0.344668689,0.424267266,0.489851994,0.198641413,0.462642933,0.180892243,0.081511139
ELMO1,0.306236357,0.330422302,0.282050412,0.407523124,0.312474976,0.393047591,0.296441344,0.190696191,0.237234916
PSMB9,0.306235905,0.234102656,0.378369153,0.334863836,0.434550995,0.155189028,0.411776681,0.212255105,0.288779783
WNT8A,0.306230249,0.364288348,0.248172151,0.48988321,0.219233301,0.403254637,0.241415862,0.199727197,0.28386729
PIM3,0.306205028,0.219150284,0.393259771,0.195167584,0.417923574,0.188887682,0.396110859,0.273395585,0.365744882
POMGNT1,0.306171889,0.183504231,0.428839546,0.123710123,0.486815871,0.236607876,0.548157221,0.190194695,0.251545545
MYNN,0.306171323,0.471369467,0.140973179,0.515502955,0.16775901,0.467273801,0.103566799,0.431331646,0.151593727
RAG1,0.306130946,0.417694429,0.194567462,0.65059277,0.177345802,0.450915112,0.132378748,0.151575404,0.273977836
CSNK2A2,0.305816521,0.470639504,0.140993537,0.319162046,0.190538752,0.432773702,0.141788421,0.659982763,0.090653438
PPP1R36,0.305735879,0.384877069,0.226594688,0.531913897,0.134282942,0.462602895,0.170728629,0.160114414,0.374772494
ISLR2,0.305650373,0.380424903,0.230875843,0.428687084,0.090193337,0.402616739,0.153137576,0.309970887,0.449296616
HACD3,0.305619949,0.297961441,0.313278456,0.31958143,0.376932525,0.29260717,0.313886495,0.281695723,0.249016348
ITGBL1,0.305473594,0.242946138,0.36800105,0.189085838,0.408175951,0.157185513,0.45805889,0.382567064,0.237768307
PSMD5,0.305435931,0.282832629,0.328039233,0.399004472,0.419634362,0.150932077,0.399780129,0.298561337,0.164703208
FBF1,0.30543005,0.362535486,0.248324613,0.253190508,0.289473327,0.478002701,0.170191844,0.356413249,0.285308668
IDH1,0.305428918,0.325026183,0.285831654,0.280768056,0.422065839,0.230338154,0.297614669,0.46397234,0.137814453
SS18L2,0.305397815,0.363091045,0.247704585,0.495811589,0.210861909,0.40304223,0.189191023,0.190419316,0.343060824
VASP,0.305176926,0.299027093,0.31132676,0.256143839,0.378632455,0.215086964,0.32083076,0.425850474,0.234517064
BBIP1,0.305172402,0.421662968,0.188681836,0.496330051,0.270077159,0.535466446,0.159627848,0.233192408,0.136340502
SAPCD2,0.304913963,0.313553974,0.296273952,0.437616976,0.313808454,0.258182398,0.310532102,0.244862547,0.264481301
ARID3A,0.304835131,0.379426661,0.2302436,0.636347967,0.221321399,0.345809893,0.169238391,0.156122124,0.300171011
KATNBL1,0.304829249,0.354612432,0.255046067,0.472964665,0.227785205,0.345086489,0.246154629,0.245786141,0.291198366
PDZK1,0.304789324,0.332193713,0.277384935,0.319218371,0.391096574,0.157822732,0.347231591,0.519540035,0.093826641
PON1,0.304758334,0.430222563,0.179294105,0.71767113,0.213070121,0.344737681,0.195873343,0.228258878,0.12893885
UBE2G2,0.304749625,0.348960701,0.260538549,0.308617051,0.20944564,0.2702726,0.168328368,0.467992454,0.403841638
STX10,0.30473085,0.200542439,0.408919261,0.142708623,0.303511832,0.241418576,0.420961733,0.217500119,0.502284217
STAC3,0.304713885,0.450504098,0.158923672,0.48264239,0.261055653,0.410840872,0.171278985,0.458029031,0.044436376
ZSCAN29,0.304656655,0.341220647,0.268092663,0.262167903,0.268844115,0.414582075,0.231583412,0.346911963,0.30385046
COPS5,0.304643196,0.387939884,0.221346508,0.312389471,0.179240494,0.442416819,0.22041952,0.409013362,0.264379509
TPGS1,0.304431581,0.138212574,0.470650588,0.226946437,0.600229372,0.079145488,0.502671707,0.108545796,0.309050686
PPP4C,0.304338498,0.413476385,0.19520061,0.312788496,0.296708718,0.510918912,0.144737003,0.416721748,0.144156109
ZACN,0.304337367,0.223985641,0.384689093,0.448586785,0.478694888,0.125304868,0.276539607,0.098065269,0.398832783
ANKRD30B,0.304328771,0.444410137,0.164247405,0.554754715,0.2642465,0.446837994,0.152469819,0.331637701,0.076025896
DNAJC6,0.304326961,0.321491052,0.28716287,0.402292361,0.385549576,0.267038321,0.352727014,0.295142475,0.12321202
DLK2,0.304210918,0.42609093,0.182330906,0.464909507,0.206993126,0.434172327,0.232345496,0.379190955,0.107654096
PPP1R3G,0.304180607,0.245552472,0.362808741,0.154408621,0.317272783,0.149780468,0.44207819,0.432468326,0.329075252
AMFR,0.304172576,0.291812965,0.316532188,0.517000658,0.250096024,0.171365169,0.275337102,0.187073066,0.424163438
SLC8B1,0.304047824,0.400382286,0.207713362,0.480736161,0.227694949,0.338427242,0.208860674,0.381983455,0.186584464
PRICKLE3,0.304019209,0.336591815,0.271446603,0.162777978,0.240455622,0.260027552,0.281911522,0.586969917,0.291972665
ZNF512B,0.303983017,0.344459676,0.263506357,0.354648851,0.315040819,0.277594175,0.29024084,0.401136001,0.185237413
KIAA2012,0.303961866,0.475516482,0.13240725,0.47793959,0.109140263,0.51015072,0.121953868,0.438459137,0.16612762
TRAPPC1,0.303945919,0.441552264,0.166339574,0.446745024,0.148904376,0.576672616,0.14083361,0.301239151,0.209280736
FCRLB,0.303700373,0.261923602,0.345477145,0.502085383,0.351291065,0.151299208,0.304098155,0.132386213,0.381042217
AP1M1,0.303685783,0.354872115,0.252499451,0.374806425,0.24560563,0.365333641,0.231561696,0.324476279,0.280331028
IRF2BP1,0.303675604,0.317057888,0.29029332,0.460484938,0.351820384,0.309975638,0.281242408,0.180713088,0.237817168
RNF215,0.303452,0.381406407,0.225497594,0.496091857,0.285266594,0.426871111,0.200974491,0.221256252,0.190251698
MGARP,0.303409022,0.249100722,0.357717321,0.26170373,0.437982071,0.256478396,0.45734363,0.22912004,0.177826261
LYL1,0.303333356,0.346561346,0.260105366,0.524124757,0.297820289,0.290539431,0.30742201,0.225019849,0.175073799
CACFD1,0.303156577,0.403016669,0.203296485,0.24449813,0.206043744,0.458872549,0.198025231,0.505679327,0.205820479
ASIC4,0.303146058,0.435698532,0.170593584,0.306757646,0.219687973,0.328486214,0.159624455,0.671851736,0.132468326
ATP5G2,0.303128075,0.303497128,0.302759022,0.262765763,0.450871681,0.327014298,0.323514682,0.320711324,0.133890702
CPSF4,0.303107603,0.286348532,0.319866675,0.272224296,0.257297484,0.213066728,0.345660598,0.373754572,0.356641942
TGIF2,0.303005359,0.282408268,0.323602449,0.255148311,0.238277268,0.229042678,0.342967175,0.363033815,0.389562904
GUCY2C,0.302926639,0.374623425,0.231229854,0.330123033,0.090668368,0.474380255,0.055102844,0.319366988,0.547918349
HOMER3,0.302861379,0.259893638,0.34582912,0.271620329,0.462064075,0.225523382,0.384215419,0.282537205,0.191207867
KIDINS220,0.302827901,0.285758363,0.319897439,0.306609708,0.425594636,0.215362482,0.378990764,0.3353029,0.155106916
CYBA,0.302797929,0.397654255,0.207941603,0.347646903,0.298450722,0.276418814,0.216080457,0.568897047,0.10929363
LRSAM1,0.302777118,0.315103025,0.290451211,0.381696401,0.277266404,0.330443339,0.25550662,0.233169335,0.338580609
CDON,0.302700435,0.273976027,0.331424842,0.291796904,0.384677556,0.244097069,0.370390679,0.286034107,0.239206292
LAT2,0.30265689,0.425647568,0.179666212,0.362549284,0.185974389,0.244126249,0.184390502,0.670267171,0.168633745
INSIG1,0.302621602,0.285606127,0.319637077,0.383749211,0.262905557,0.193911468,0.338111008,0.279157703,0.357894665
ZNF19,0.302565277,0.224326531,0.380804023,0.259305506,0.312643273,0.253345232,0.329014176,0.160328857,0.50075462
SLC12A2,0.302562223,0.278867935,0.326256512,0.303817208,0.322274853,0.202473551,0.376331273,0.330313045,0.28016341
COMMD2,0.302525013,0.389619682,0.215430344,0.408811135,0.230351047,0.467026106,0.188707171,0.293021804,0.227232812
GRIPAP1,0.302475813,0.301820724,0.303130903,0.275972964,0.443089326,0.233402778,0.322069911,0.396086428,0.144233471
WARS,0.302456359,0.252312154,0.352600565,0.196980164,0.408805706,0.178343366,0.362490924,0.381612932,0.286505066
SLTM,0.302430911,0.248073299,0.356788523,0.203887106,0.417930361,0.210627787,0.415847692,0.329705006,0.236587518
CFAP52,0.302351061,0.261281858,0.343420264,0.304264415,0.262963918,0.233273841,0.29921145,0.246307318,0.468085424
ANK3,0.302333643,0.242203055,0.362464231,0.353635,0.356933068,0.288113383,0.411762431,0.084860782,0.318697195
MOGS,0.302276753,0.272980273,0.331573233,0.224992705,0.264693707,0.35039665,0.257222158,0.243551463,0.472803833
RFC2,0.30224056,0.441857414,0.162623706,0.489134698,0.189729843,0.487455127,0.135978121,0.348982417,0.162163153
SLC2A5,0.302218618,0.296138456,0.308298781,0.217544229,0.446531939,0.090164157,0.381362523,0.580706981,0.09700188
ARIH2OS,0.302203123,0.34467163,0.259734616,0.512187243,0.402718531,0.31583887,0.22984005,0.205988776,0.146645268
TCEA1,0.302189211,0.2697236,0.334654823,0.176785945,0.266810985,0.355444866,0.330351726,0.27693999,0.406801756
KCNN2,0.302140125,0.192133045,0.412147205,0.264709315,0.440514661,0.083870683,0.491857301,0.227819136,0.304069653
UBE2O,0.302135375,0.355077283,0.249193466,0.481831446,0.339258545,0.329952022,0.234715898,0.253448381,0.173605956
FAM204A,0.301984383,0.394975536,0.20899323,0.252522072,0.256198807,0.315925054,0.219651328,0.616479482,0.151129554
KIAA1109,0.301955655,0.321375462,0.282535848,0.206232398,0.311045813,0.327864603,0.30253259,0.430029384,0.23402914
C1orf109,0.301911432,0.258941994,0.344880869,0.167546604,0.387735395,0.2220163,0.344918872,0.387263079,0.301988341
SHD,0.301868227,0.269982605,0.333753848,0.355430615,0.500650113,0.149450661,0.39584077,0.305066538,0.104770662
UCHL5,0.301865851,0.383530245,0.220201458,0.53438677,0.238058076,0.417306714,0.205787227,0.198897251,0.216759071
SLC27A6,0.301840516,0.230507129,0.373173904,0.411119104,0.395199479,0.210828657,0.427341391,0.069573626,0.296980843
DUSP28,0.301830111,0.427605824,0.176054398,0.396194328,0.307264572,0.332371962,0.178877435,0.554251182,0.042021186
GSTK1,0.301710449,0.304186601,0.299234296,0.457802374,0.30621679,0.158638427,0.276945419,0.296119002,0.31454068
CASKIN1,0.301672333,0.235215585,0.368129082,0.24554659,0.573184536,0.188568055,0.428514037,0.271532109,0.102688672
VWC2,0.301658308,0.27790498,0.325411636,0.168966945,0.360734668,0.165457149,0.35448734,0.499290848,0.2610129
DCHS1,0.301643266,0.311037896,0.292248635,0.207266607,0.133667438,0.261310134,0.179486831,0.464536947,0.563591637
POLK,0.301528014,0.258765554,0.344290474,0.310114075,0.31229175,0.294799096,0.277819475,0.171383492,0.442760198
SLC35B3,0.301522585,0.234273893,0.368771277,0.211080423,0.417838069,0.22396121,0.446660197,0.267780047,0.241815566
ADAMTS15,0.301427014,0.393713539,0.209140489,0.263408411,0.362857376,0.382142251,0.193663774,0.535589954,0.070900318
ATP5I,0.30134558,0.25921525,0.34347591,0.331339111,0.287207432,0.297451801,0.31358519,0.148854838,0.429635109
SLC36A4,0.301312102,0.379432768,0.223191435,0.365526368,0.285883455,0.39896647,0.194531043,0.373805468,0.189159807
TTC7A,0.301302827,0.438233385,0.16437227,0.607187209,0.245034915,0.407313432,0.122157452,0.300199513,0.125924443
SEC63,0.301141317,0.308156271,0.294126363,0.322164238,0.305147972,0.39220543,0.321497839,0.210099146,0.255733277
RRP12,0.301080242,0.36501718,0.237143303,0.35516867,0.317820425,0.355116416,0.262880448,0.384766455,0.130729036
LYPD1,0.301011588,0.292635898,0.309387279,0.231024912,0.461559864,0.196689717,0.363977769,0.450193066,0.102624203
ZKSCAN8,0.301002201,0.235037788,0.366966614,0.216096065,0.466020399,0.151426788,0.352222124,0.33759051,0.28265732
SERTAD1,0.300965443,0.341813078,0.260117808,0.549481878,0.270892175,0.286740545,0.288646096,0.189216811,0.220815152
PAX6,0.300953793,0.427441373,0.174466213,0.350995189,0.048088681,0.55975882,0.075300457,0.371570111,0.400009501
WDR6,0.300928797,0.24452143,0.357336165,0.124706329,0.397568523,0.125010349,0.380934995,0.48384761,0.293504978
CEP131,0.300900974,0.510469896,0.091332053,0.660516154,0.110445239,0.505122863,0.067505208,0.365770669,0.096045711
PLCB2,0.30082282,0.308917451,0.29272819,0.359678744,0.305544962,0.198205064,0.318883136,0.368868546,0.253756472
ARHGAP11B,0.300816034,0.366190505,0.235441563,0.59267096,0.233943634,0.321288825,0.203300104,0.184611731,0.269080952
RARG,0.300760162,0.322156321,0.279364002,0.519447743,0.248387272,0.360479509,0.262182832,0.086541711,0.327521902
TRNAU1AP,0.300614825,0.417902085,0.183327565,0.397502019,0.204878562,0.630505772,0.123277167,0.225698464,0.221826967
ACADVL,0.300494823,0.265701903,0.335287744,0.059851791,0.485910599,0.263690036,0.342551185,0.473563881,0.177401448
DNASE1,0.300458517,0.356317338,0.244599696,0.2260337,0.322935145,0.338168011,0.196513956,0.504750304,0.214349989
IGSF21,0.300437141,0.239023519,0.361850764,0.358331015,0.352539716,0.146039943,0.435610312,0.212699598,0.297402263
MAL,0.300322229,0.388205901,0.212438557,0.518581831,0.154070671,0.356461431,0.140637491,0.289574441,0.34260751
MTO1,0.300152236,0.232278766,0.368025706,0.320437164,0.298031338,0.188477799,0.317869285,0.187921335,0.488176494
SMARCB1,0.300116156,0.331036675,0.269195638,0.372411593,0.063052817,0.31850379,0.093173135,0.30219464,0.651360962
YAP1,0.299888707,0.17296851,0.426808904,0.120474487,0.342610903,0.144819115,0.437150089,0.253611927,0.500665721
SSH3,0.299802749,0.274023077,0.325582421,0.336088057,0.332747915,0.25655508,0.284106163,0.229426095,0.359893186
ID1,0.299777527,0.164381544,0.43517351,0.1762003,0.412153313,0.061293168,0.489053264,0.255651165,0.404313954
NUPL2,0.299764973,0.302593892,0.296936054,0.45029418,0.121346508,0.253087358,0.192701498,0.204400138,0.576760157
AGK,0.299745293,0.327740416,0.27175017,0.282704144,0.179879749,0.296321229,0.175198664,0.404195875,0.460172097
DPH7,0.299716339,0.392173762,0.207258916,0.697523056,0.305213798,0.356722019,0.195855699,0.12227621,0.120707252
ZNF680,0.299715321,0.336670309,0.262760334,0.467008462,0.314846735,0.365704843,0.282672249,0.17729762,0.190762017
SYP,0.299696433,0.344244781,0.255148085,0.324654076,0.23638529,0.34505188,0.27521563,0.363028386,0.253843335
OBFC1,0.29960301,0.126099978,0.473106043,0.138763835,0.444914121,0.172131326,0.444470986,0.067404773,0.529933021
B3GNT7,0.299544423,0.255713597,0.343375249,0.118029438,0.40521244,0.168182466,0.420369302,0.480928888,0.204544005
DNAH2,0.299481991,0.184078565,0.414885416,0.133214802,0.298056447,0.074806425,0.381349629,0.344214469,0.565250171
GPR137C,0.299412659,0.337302551,0.261522766,0.342693694,0.349383478,0.250489621,0.301208613,0.41872434,0.133976208
LAMA4,0.29938427,0.364218677,0.234549863,0.381553214,0.219314056,0.39762417,0.194063478,0.313478647,0.290272057
FOXJ1,0.299291979,0.469177994,0.129405963,0.596451523,0.173094959,0.315241689,0.159120244,0.49584077,0.056002687
RAB3B,0.299282139,0.160878761,0.437685516,0.086019856,0.273627671,0.222460114,0.382396732,0.174156312,0.657032146
HEATR5B,0.29926653,0.381143783,0.217389278,0.359148746,0.274914325,0.384385073,0.217730848,0.399897529,0.159522662
ZMAT3,0.299260423,0.263070234,0.335450612,0.381764263,0.524531925,0.298254603,0.304535861,0.109191838,0.177284048
WNK1,0.299249678,0.193928659,0.404570697,0.247741909,0.502090812,0.158001887,0.485269308,0.176042183,0.22635197
CHCHD1,0.299216992,0.265211038,0.333222945,0.325851153,0.325235649,0.307493265,0.335812539,0.162288696,0.338620648
COX10,0.299144606,0.223499526,0.374789686,0.311769217,0.30978834,0.138752299,0.406292117,0.219977063,0.408288601
ERCC2,0.299033539,0.291962712,0.306104366,0.251225918,0.171101188,0.30444832,0.160286783,0.320213899,0.586925128
BRD8,0.29901024,0.359234025,0.238786456,0.254874151,0.287763218,0.281463636,0.285704979,0.541364287,0.142891171
TSPAN31,0.299009562,0.386232489,0.211786634,0.219330343,0.336295035,0.286606858,0.17039475,0.652760266,0.128670119
NDUFB2,0.299009335,0.314449971,0.2835687,0.488960294,0.27030178,0.250940899,0.330290651,0.20344872,0.250113668
PRR4,0.29898287,0.32962493,0.268340809,0.253886088,0.219529856,0.398619697,0.365988504,0.336369004,0.219504068
GRHL1,0.298982191,0.260843925,0.337120456,0.217124166,0.395753229,0.153339124,0.415294621,0.412068486,0.20031352
GABRG3,0.298975857,0.287537239,0.310414475,0.156708447,0.332832063,0.227768918,0.342331313,0.478134352,0.256080049
SHC3,0.298963642,0.287301533,0.310625751,0.514409707,0.34352364,0.125443984,0.372539852,0.22205091,0.215813761
LRP5L,0.298933331,0.271476462,0.326390199,0.417436329,0.360974219,0.17573002,0.300040717,0.221263038,0.318155661
COL9A1,0.298903698,0.352284557,0.245522839,0.217187277,0.333560217,0.406170644,0.251981895,0.433495748,0.151026405
MFSD1,0.298764129,0.297198904,0.300329354,0.398484653,0.368403694,0.232011618,0.373252397,0.261100442,0.159331972
AMZ1,0.298751914,0.249339368,0.34816446,0.405823194,0.471847665,0.196725684,0.469857287,0.145469228,0.102788428
OR2L2,0.298715608,0.256228892,0.341202324,0.128535074,0.30217021,0.40001493,0.361297919,0.240136673,0.360138845
OGDH,0.298633948,0.196270559,0.400997338,0.157161083,0.433835734,0.124443027,0.327852388,0.307207568,0.44130389
ZNF440,0.298573212,0.391864313,0.205282111,0.450444832,0.196636106,0.441834567,0.12790532,0.28331354,0.291304908
ICE1,0.29848782,0.279039398,0.317936242,0.305189367,0.499538542,0.174612341,0.345412903,0.357316486,0.108857281
PRR5L,0.29842075,0.327441147,0.269400353,0.352814555,0.204001792,0.411141498,0.261049546,0.218367388,0.343149723
EZR,0.298382974,0.317248579,0.279517369,0.229240834,0.143140901,0.421910436,0.178065133,0.300594467,0.517346073
ZC2HC1C,0.298325857,0.284178096,0.312473619,0.218863456,0.27377018,0.278268718,0.322126915,0.355402113,0.341523762
TACC3,0.298266026,0.311350285,0.285181767,0.400290447,0.161764127,0.379672093,0.182424555,0.154088315,0.511356619
PDIA3,0.298096033,0.361607141,0.234584925,0.337099193,0.222206312,0.451803419,0.180605867,0.295918811,0.300942596
ZNF519,0.298080199,0.343604169,0.252556229,0.396719576,0.119674401,0.303421576,0.12724367,0.330671354,0.510750616
SSBP2,0.297945154,0.346792075,0.249098234,0.515522635,0.229397594,0.235686317,0.194782809,0.289167272,0.323114299
PTCH1,0.297938481,0.447037959,0.148839003,0.343990527,0.053088715,0.320048317,0.093827998,0.677075034,0.299600296
TUBB3,0.297868471,0.273411193,0.322325749,0.227848316,0.338748227,0.258024281,0.351218453,0.334360982,0.277010566
CNTD1,0.297857726,0.534614332,0.06110112,0.422342035,0.117997543,0.599552793,0.022641983,0.581948167,0.042663835
DDOST,0.297832278,0.364646883,0.231017673,0.360133416,0.264125707,0.311638244,0.220695037,0.422168989,0.208232276
LURAP1,0.297831939,0.20355368,0.392110198,0.332129697,0.358379875,0.203000835,0.376429672,0.075530507,0.441521047
